Date,Price,Open,High,Low,Vol,Change %
2/12/2022,0.8217,0.7591,0.8504,0.7473,934290000,8.27%
2/11/2022,0.759,0.8254,0.8331,0.7502,923550000,-8.06%
2/10/2022,0.8255,0.8696,0.8955,0.8238,961480000,-5.09%
2/9/2022,0.8698,0.8762,0.9125,0.8443,11700000000,-0.73%
2/8/2022,0.8762,0.8315,0.9126,0.8037,19200000000,5.42%
2/7/2022,0.8312,0.6827,0.8382,0.6717,12000000000,21.74%
2/6/2022,0.6827,0.6662,0.6866,0.6605,311390000,2.48%
2/5/2022,0.6662,0.6556,0.6861,0.6502,581980000,1.61%
2/4/2022,0.6556,0.6096,0.6582,0.6045,523140000,7.55%
2/3/2022,0.6096,0.6009,0.6096,0.5894,349860000,1.46%
2/2/2022,0.6008,0.6282,0.6311,0.596,379990000,-4.36%
2/1/2022,0.6282,0.6176,0.6307,0.6112,357980000,1.75%
1/31/2022,0.6175,0.6015,0.6239,0.581,441210000,2.66%
1/30/2022,0.6015,0.6175,0.6229,0.5975,297090000,-2.58%
1/29/2022,0.6174,0.6113,0.6247,0.6091,301820000,1.00%
1/28/2022,0.6113,0.6089,0.6136,0.592,459460000,0.48%
1/27/2022,0.6084,0.619,0.624,0.5896,582230000,-1.71%
1/26/2022,0.619,0.6178,0.6575,0.6052,895250000,0.22%
1/25/2022,0.6176,0.612,0.6227,0.5866,639440000,0.90%
1/24/2022,0.6121,0.6287,0.6287,0.555,10300000000,-2.65%
1/23/2022,0.6287,0.5968,0.6349,0.5903,658650000,5.36%
1/22/2022,0.5967,0.6372,0.6528,0.552,14500000000,-6.37%
1/21/2022,0.6373,0.7202,0.7283,0.6133,11400000000,-11.54%
1/20/2022,0.7204,0.7382,0.7619,0.7165,398800000,-2.38%
1/19/2022,0.738,0.7509,0.7532,0.7241,394070000,-1.78%
1/18/2022,0.7514,0.7617,0.7684,0.7357,381760000,-1.33%
1/17/2022,0.7615,0.7784,0.7802,0.7506,353390000,-2.18%
1/16/2022,0.7784,0.7792,0.7842,0.7685,241760000,-0.12%
1/15/2022,0.7793,0.7731,0.7892,0.7684,265120000,0.79%
1/14/2022,0.7732,0.7675,0.7901,0.7528,410720000,0.78%
1/13/2022,0.7672,0.7981,0.8021,0.7609,422740000,-3.84%
1/12/2022,0.7979,0.7699,0.8068,0.7576,543020000,3.64%
1/11/2022,0.7699,0.7401,0.7745,0.7308,495850000,4.02%
1/10/2022,0.7401,0.7529,0.7589,0.7006,566010000,-1.69%
1/9/2022,0.7528,0.7448,0.7665,0.7384,307320000,1.09%
1/8/2022,0.7447,0.7627,0.7762,0.7232,471110000,-2.35%
1/7/2022,0.7626,0.779,0.7806,0.73,688040000,-2.18%
1/6/2022,0.7796,0.7714,0.7905,0.74,584960000,1.08%
1/5/2022,0.7712,0.8227,0.8366,0.7155,631160000,-6.27%
1/4/2022,0.8229,0.8318,0.8449,0.8172,395680000,-1.07%
1/3/2022,0.8317,0.8587,0.8587,0.822,363280000,-3.14%
1/2/2022,0.8587,0.85,0.8638,0.8374,254070000,1.02%
1/1/2022,0.85,0.8301,0.8548,0.8255,266530000,2.42%
12/31/2021,0.8299,0.8387,0.8535,0.8029,457620000,-1.04%
12/30/2021,0.8387,0.8168,0.8586,0.8042,502920000,2.72%
12/29/2021,0.8165,0.8516,0.8644,0.8118,574420000,-4.07%
12/28/2021,0.8511,0.9266,0.9268,0.8457,604160000,-8.11%
12/27/2021,0.9262,0.9197,0.955,0.9152,442480000,0.70%
12/26/2021,0.9198,0.9252,0.9331,0.9057,313230000,-0.59%
12/25/2021,0.9252,0.9106,0.9334,0.8992,464590000,1.61%
12/24/2021,0.9106,0.9939,0.9959,0.8938,998320000,-8.39%
12/23/2021,0.994,0.9537,1.0161,0.9387,967000000,4.21%
12/22/2021,0.9538,0.9468,0.9723,0.9243,772540000,0.73%
12/21/2021,0.9469,0.8796,0.9604,0.8531,888150000,7.78%
12/20/2021,0.8786,0.8351,0.9136,0.825,10500000000,5.21%
12/19/2021,0.8351,0.8264,0.8479,0.8197,326030000,1.05%
12/18/2021,0.8264,0.7975,0.8341,0.7912,333850000,3.63%
12/17/2021,0.7975,0.8054,0.8306,0.7767,508540000,-0.96%
12/16/2021,0.8052,0.8262,0.8362,0.8035,410590000,-2.56%
12/15/2021,0.8263,0.8103,0.8395,0.7778,748920000,1.92%
12/14/2021,0.8108,0.7818,0.8205,0.7736,753470000,3.71%
12/13/2021,0.7818,0.8397,0.8439,0.7612,701250000,-6.92%
12/12/2021,0.8399,0.8377,0.8563,0.8096,441730000,0.32%
12/11/2021,0.8372,0.8,0.8434,0.7864,561080000,4.76%
12/10/2021,0.7992,0.8579,0.882,0.7953,957230000,-6.87%
12/9/2021,0.8581,0.8617,0.933,0.8329,12600000000,-0.39%
12/8/2021,0.8615,0.8153,0.883,0.8049,811570000,5.65%
12/7/2021,0.8154,0.8264,0.8441,0.8049,635490000,-1.37%
12/6/2021,0.8267,0.8042,0.8298,0.7504,974490000,2.81%
12/5/2021,0.8041,0.8453,0.8593,0.7789,963260000,-5.07%
12/4/2021,0.847,0.9213,0.9244,0.6207,21900000000,-8.07%
12/3/2021,0.9213,0.9719,0.9833,0.8967,582440000,-5.23%
12/2/2021,0.9722,0.9895,0.99,0.9565,429130000,-1.76%
12/1/2021,0.9896,0.9984,1.0172,0.9804,478610000,-0.81%
11/30/2021,0.9976,0.9895,1.0297,0.9712,653910000,0.82%
11/29/2021,0.9895,0.9689,1.0015,0.9632,598770000,2.11%
11/28/2021,0.969,0.9453,0.969,0.8902,643460000,2.49%
11/27/2021,0.9455,0.9385,0.9649,0.934,443480000,0.74%
11/26/2021,0.9385,1.0428,1.0464,0.923,11500000000,-9.99%
11/25/2021,1.0427,1.0327,1.0637,1.0221,604410000,0.93%
11/24/2021,1.0331,1.0721,1.0729,1.0094,656760000,-3.64%
11/23/2021,1.0721,1.0354,1.0818,1.0215,664530000,3.54%
11/22/2021,1.0355,1.0581,1.068,1.0262,647380000,-2.13%
11/21/2021,1.058,1.0961,1.0972,1.0553,468550000,-3.48%
11/20/2021,1.0961,1.0896,1.101,1.0621,493240000,0.60%
11/19/2021,1.0896,1.0414,1.0985,1.0184,711470000,4.64%
11/18/2021,1.0413,1.0956,1.158,1.0193,13400000000,-4.96%
11/17/2021,1.0957,1.0884,1.1124,1.0598,777750000,0.66%
11/16/2021,1.0885,1.1721,1.1722,1.0489,11400000000,-7.14%
11/15/2021,1.1722,1.188,1.2193,1.1679,537980000,-1.32%
11/14/2021,1.1879,1.1894,1.1992,1.1677,389090000,-0.12%
11/13/2021,1.1894,1.1883,1.2036,1.1679,467520000,0.08%
11/12/2021,1.1884,1.2149,1.2328,1.1554,617770000,-2.19%
11/11/2021,1.215,1.1923,1.2542,1.1771,647850000,1.91%
11/10/2021,1.1922,1.2562,1.3463,1.1359,12600000000,-5.08%
11/9/2021,1.2561,1.2818,1.2877,1.23,622970000,-2.01%
11/8/2021,1.2818,1.2179,1.2947,1.2179,788090000,5.25%
11/7/2021,1.2179,1.1514,1.2361,1.1453,471700000,5.79%
11/6/2021,1.1512,1.1582,1.1733,1.1072,356140000,-0.61%
11/5/2021,1.1583,1.2014,1.2014,1.1365,464160000,-3.59%
11/4/2021,1.2015,1.2101,1.2551,1.1653,738500000,-0.71%
11/3/2021,1.2101,1.1352,1.2339,1.1259,11200000000,6.61%
11/2/2021,1.1351,1.092,1.1461,1.0856,518140000,3.94%
11/1/2021,1.0921,1.1127,1.131,1.071,501800000,-1.84%
10/31/2021,1.1126,1.0841,1.1521,1.07,823880000,2.63%
10/30/2021,1.0841,1.0811,1.1154,1.0632,479640000,0.29%
10/29/2021,1.081,1.0581,1.09,1.0552,484840000,2.18%
10/28/2021,1.0579,0.9936,1.0809,0.9822,906770000,6.49%
10/27/2021,0.9935,1.1067,1.1246,0.9547,13500000000,-10.23%
10/26/2021,1.1067,1.0953,1.1593,1.0931,589660000,1.05%
10/25/2021,1.0953,1.0823,1.1027,1.0784,302260000,1.19%
10/24/2021,1.0823,1.0935,1.0955,1.0568,315370000,-1.02%
10/23/2021,1.0935,1.089,1.1015,1.0766,263600000,0.40%
10/22/2021,1.0892,1.0884,1.1283,1.0781,475460000,0.08%
10/21/2021,1.0884,1.1438,1.1634,1.0871,619770000,-4.83%
10/20/2021,1.1437,1.091,1.1525,1.087,488430000,4.81%
10/19/2021,1.0911,1.0831,1.0996,1.0696,349320000,0.74%
10/18/2021,1.0831,1.0929,1.1058,1.065,465840000,-0.90%
10/17/2021,1.0929,1.134,1.1405,1.0248,536150000,-3.62%
10/16/2021,1.134,1.1414,1.1852,1.1305,473800000,-0.63%
10/15/2021,1.1412,1.1332,1.1636,1.0973,883120000,0.71%
10/14/2021,1.1332,1.1277,1.1564,1.1185,481870000,0.47%
10/13/2021,1.1279,1.1007,1.1381,1.0756,550370000,2.47%
10/12/2021,1.1007,1.1377,1.1377,1.0659,626450000,-3.25%
10/11/2021,1.1377,1.1355,1.1814,1.1076,580270000,0.17%
10/10/2021,1.1358,1.1604,1.2216,1.1295,856250000,-2.04%
10/9/2021,1.1594,1.0624,1.2081,1.0576,876030000,9.19%
10/8/2021,1.0619,1.0676,1.0917,1.0558,462560000,-0.43%
10/7/2021,1.0665,1.0762,1.0938,1.0449,567980000,-0.90%
10/6/2021,1.0762,1.084,1.107,1.0195,702120000,-0.80%
10/5/2021,1.0848,1.0417,1.0875,1.0382,580600000,4.15%
10/4/2021,1.0416,1.0551,1.0596,1.0067,566150000,-1.27%
10/3/2021,1.055,1.0362,1.088,1.0211,554180000,1.82%
10/2/2021,1.0362,1.0421,1.0699,1.0087,548190000,-0.48%
10/1/2021,1.0412,0.9532,1.0646,0.9444,878850000,9.22%
9/30/2021,0.9533,0.9267,0.9637,0.9222,449640000,2.86%
9/29/2021,0.9268,0.8931,0.9907,0.8866,639760000,3.77%
9/28/2021,0.8931,0.9219,0.942,0.8912,450340000,-3.12%
9/27/2021,0.9219,0.9441,0.9813,0.9206,505210000,-2.40%
9/26/2021,0.9445,0.9401,0.9563,0.8923,574120000,0.47%
9/25/2021,0.9401,0.9441,0.9557,0.9168,496370000,-0.48%
9/24/2021,0.9447,1.0014,1.0024,0.8872,885520000,-5.67%
9/23/2021,1.0014,1.0037,1.0155,0.9686,574020000,-0.23%
9/22/2021,1.0037,0.8735,1.0083,0.8681,881870000,14.94%
9/21/2021,0.8732,0.9211,0.9587,0.859,931830000,-5.19%
9/20/2021,0.9211,1.0482,1.0494,0.8784,12800000000,-12.11%
9/19/2021,1.048,1.0756,1.0835,1.0403,296880000,-2.56%
9/18/2021,1.0756,1.066,1.0941,1.0568,274750000,0.90%
9/17/2021,1.066,1.0903,1.1022,1.0513,440080000,-2.23%
9/16/2021,1.0903,1.1207,1.1297,1.0674,440800000,-2.71%
9/15/2021,1.1207,1.0961,1.1297,1.0796,416590000,2.32%
9/14/2021,1.0953,1.0642,1.0976,1.0582,410510000,2.92%
9/13/2021,1.0642,1.1188,1.126,1.0267,778180000,-4.91%
9/12/2021,1.1192,1.0788,1.1266,1.0581,453830000,3.74%
9/11/2021,1.0788,1.0553,1.1108,1.0513,480040000,2.28%
9/10/2021,1.0548,1.0868,1.2427,1.0334,13800000000,-2.94%
9/9/2021,1.0867,1.0992,1.1373,1.0748,866170000,-1.12%
9/8/2021,1.099,1.1254,1.1473,1.0173,12000000000,-2.16%
9/7/2021,1.1233,1.3898,1.3919,0.9617,20900000000,-19.18%
9/6/2021,1.3898,1.3061,1.4152,1.3061,10200000000,6.42%
9/5/2021,1.306,1.2549,1.3119,1.2367,482350000,4.08%
9/4/2021,1.2548,1.2905,1.2967,1.2385,500270000,-2.71%
9/3/2021,1.2898,1.2531,1.3223,1.2239,804380000,2.85%
9/2/2021,1.2541,1.2364,1.295,1.2221,733100000,1.43%
9/1/2021,1.2364,1.186,1.2379,1.1596,683840000,4.23%
8/31/2021,1.1861,1.1004,1.2409,1.0915,997290000,7.77%
8/30/2021,1.1007,1.1402,1.1484,1.0961,523120000,-3.46%
8/29/2021,1.1401,1.1449,1.1681,1.1147,470050000,-0.42%
8/28/2021,1.1449,1.1913,1.1979,1.1342,456690000,-3.89%
8/27/2021,1.1912,1.0714,1.1912,1.0521,823900000,11.18%
8/26/2021,1.0715,1.1741,1.1865,1.0645,864260000,-8.76%
8/25/2021,1.1744,1.1363,1.1772,1.1089,766530000,3.35%
8/24/2021,1.1363,1.2463,1.2649,1.1252,906300000,-8.81%
8/23/2021,1.2462,1.2258,1.3029,1.2115,927810000,1.67%
8/22/2021,1.2257,1.2165,1.2554,1.1828,530740000,0.75%
8/21/2021,1.2166,1.2632,1.2826,1.2044,588180000,-3.69%
8/20/2021,1.2632,1.2348,1.2876,1.1999,871180000,2.29%
8/19/2021,1.2349,1.1443,1.2349,1.0905,10300000000,7.90%
8/18/2021,1.1445,1.0987,1.1941,1.0522,12600000000,4.17%
8/17/2021,1.0987,1.1858,1.2226,1.0869,12700000000,-7.34%
8/16/2021,1.1858,1.2841,1.3279,1.1503,12800000000,-7.68%
8/15/2021,1.2845,1.2802,1.3481,1.2259,16200000000,0.34%
8/14/2021,1.2802,1.09,1.3089,1.071,20400000000,17.45%
8/13/2021,1.09,0.966,1.096,0.9517,10300000000,12.98%
8/12/2021,0.9647,1.0123,1.0438,0.9247,14400000000,-4.71%
8/11/2021,1.0123,0.8513,1.088,0.8493,16300000000,18.91%
8/10/2021,0.8513,0.8171,0.8618,0.8003,714810000,4.17%
8/9/2021,0.8172,0.7791,0.8275,0.7606,698490000,4.89%
8/8/2021,0.7791,0.8167,0.8403,0.7729,771730000,-4.60%
8/7/2021,0.8167,0.7471,0.8181,0.7412,840120000,9.33%
8/6/2021,0.7469,0.7331,0.7527,0.7226,432770000,1.89%
8/5/2021,0.7331,0.7307,0.7386,0.7024,443990000,0.33%
8/4/2021,0.7306,0.7132,0.7397,0.6973,458200000,2.44%
8/3/2021,0.7132,0.7385,0.7444,0.7014,569490000,-3.43%
8/2/2021,0.7386,0.7241,0.7728,0.7167,570730000,1.91%
8/1/2021,0.7248,0.7444,0.7776,0.7133,638450000,-2.63%
7/31/2021,0.7443,0.7521,0.7579,0.7381,499420000,-0.97%
7/30/2021,0.7516,0.7483,0.7691,0.7153,848520000,0.46%
7/29/2021,0.7482,0.7332,0.765,0.6978,716250000,2.27%
7/28/2021,0.7316,0.6455,0.7523,0.6312,16500000000,13.34%
7/27/2021,0.6455,0.6238,0.6523,0.6127,587130000,3.46%
7/26/2021,0.6239,0.6069,0.6775,0.605,10900000000,2.81%
7/25/2021,0.6069,0.605,0.6071,0.5911,339100000,0.03%
7/24/2021,0.6067,0.6091,0.6138,0.6022,463400000,-0.39%
7/23/2021,0.609,0.5919,0.6097,0.5761,489180000,2.89%
7/22/2021,0.5919,0.5714,0.6029,0.5611,588630000,3.59%
7/21/2021,0.5714,0.5286,0.5831,0.5198,673860000,8.09%
7/20/2021,0.5286,0.5571,0.5692,0.5176,574850000,-5.11%
7/19/2021,0.5571,0.5867,0.5887,0.5544,443790000,-5.06%
7/18/2021,0.5868,0.5817,0.6011,0.5728,326270000,0.88%
7/17/2021,0.5816,0.5893,0.5971,0.5679,388910000,-1.30%
7/16/2021,0.5893,0.5977,0.6171,0.588,407510000,-1.36%
7/15/2021,0.5974,0.6198,0.6261,0.5887,465250000,-3.62%
7/14/2021,0.6198,0.6192,0.6246,0.5869,488040000,0.07%
7/13/2021,0.6194,0.629,0.6395,0.6102,438170000,-1.52%
7/12/2021,0.629,0.6362,0.657,0.619,484430000,-1.12%
7/11/2021,0.6361,0.6247,0.6436,0.6171,277980000,1.76%
7/10/2021,0.6251,0.6371,0.6484,0.6133,388830000,-1.88%
7/9/2021,0.6371,0.6231,0.6452,0.5934,519780000,2.24%
7/8/2021,0.6231,0.6521,0.6538,0.6115,616300000,-4.44%
7/7/2021,0.6521,0.6648,0.6733,0.6503,394690000,-1.92%
7/6/2021,0.6648,0.6529,0.6794,0.6519,486930000,1.81%
7/5/2021,0.653,0.696,0.6961,0.6461,600330000,-6.17%
7/4/2021,0.6959,0.6764,0.7088,0.6764,446370000,2.88%
7/3/2021,0.6764,0.6563,0.6801,0.6439,436320000,3.07%
7/2/2021,0.6563,0.6599,0.6671,0.6337,521330000,-0.55%
7/1/2021,0.66,0.7053,0.7054,0.6467,679690000,-6.44%
6/30/2021,0.7054,0.706,0.714,0.6492,894670000,0.02%
6/29/2021,0.7052,0.6439,0.7285,0.6423,10100000000,9.52%
6/28/2021,0.6439,0.6475,0.6555,0.6244,636010000,-0.55%
6/27/2021,0.6475,0.6167,0.6513,0.5973,647730000,5.00%
6/26/2021,0.6166,0.6117,0.6317,0.5821,752440000,0.79%
6/25/2021,0.6118,0.6724,0.6881,0.6037,11300000000,-8.99%
6/24/2021,0.6722,0.6383,0.6915,0.6172,928590000,5.39%
6/23/2021,0.6379,0.5468,0.6634,0.5227,17000000000,17.05%
6/22/2021,0.5449,0.6065,0.6489,0.5102,23100000000,-10.27%
6/21/2021,0.6073,0.7742,0.7788,0.6052,15900000000,-21.56%
6/20/2021,0.7742,0.7596,0.7841,0.6981,866850000,1.90%
6/19/2021,0.7598,0.7969,0.805,0.7559,459270000,-4.53%
6/18/2021,0.7958,0.8412,0.8445,0.7719,617480000,-5.39%
6/17/2021,0.8412,0.8318,0.8608,0.8249,475790000,1.11%
6/16/2021,0.8319,0.8666,0.8731,0.8264,603790000,-4.00%
6/15/2021,0.8666,0.8903,0.9011,0.8595,537370000,-2.66%
6/14/2021,0.8903,0.8833,0.9269,0.8632,659190000,0.80%
6/13/2021,0.8833,0.8316,0.8878,0.8185,503670000,6.26%
6/12/2021,0.8312,0.8475,0.8476,0.8064,558730000,-1.92%
6/11/2021,0.8475,0.8685,0.8792,0.8344,568450000,-2.41%
6/10/2021,0.8684,0.9198,0.927,0.8534,838310000,-5.58%
6/9/2021,0.9197,0.8738,0.9197,0.8315,11300000000,5.24%
6/8/2021,0.8739,0.8634,0.8838,0.7858,13700000000,1.21%
6/7/2021,0.8634,0.9452,0.9738,0.8484,993300000,-8.62%
6/6/2021,0.9449,0.9227,0.9478,0.9177,559240000,2.41%
6/5/2021,0.9227,0.9688,0.9972,0.8969,898300000,-4.80%
6/4/2021,0.9693,1.0443,1.0459,0.919,12700000000,-7.18%
6/3/2021,1.0443,1.0244,1.0773,1.0078,974270000,1.94%
6/2/2021,1.0244,1.0106,1.0477,0.9814,950130000,1.36%
6/1/2021,1.0106,1.0412,1.0973,0.9771,16100000000,-3.10%
5/31/2021,1.0429,0.9059,1.0489,0.8832,17800000000,15.10%
5/30/2021,0.9061,0.8304,0.93,0.7988,12100000000,9.12%
5/29/2021,0.8304,0.8991,0.9385,0.7948,14700000000,-7.65%
5/28/2021,0.8992,0.9706,0.983,0.8473,17400000000,-7.35%
5/27/2021,0.9705,1.0317,1.0403,0.9339,14100000000,-5.93%
5/26/2021,1.0317,0.9744,1.0664,0.9489,16800000000,5.88%
5/25/2021,0.9743,0.9915,1.0527,0.8808,24200000000,-1.72%
5/24/2021,0.9914,0.7915,0.9956,0.7567,23400000000,25.25%
5/23/2021,0.7915,0.905,0.9659,0.6507,31500000000,-12.54%
5/22/2021,0.905,1.0057,1.0134,0.8201,22800000000,-10.04%
5/21/2021,1.006,1.1796,1.2158,0.8673,27300000000,-14.71%
5/20/2021,1.1796,1.0616,1.2645,0.9119,30400000000,11.10%
5/19/2021,1.0617,1.5905,1.6429,0.8754,50300000000,-33.25%
5/18/2021,1.5905,1.4959,1.6998,1.4742,26700000000,6.33%
5/17/2021,1.4959,1.4483,1.5626,1.3264,24000000000,3.19%
5/16/2021,1.4497,1.4859,1.6087,1.3489,22100000000,-2.44%
5/15/2021,1.4859,1.4023,1.5799,1.3246,23000000000,5.88%
5/14/2021,1.4034,1.3616,1.4433,1.3225,11900000000,3.09%
5/13/2021,1.3614,1.269,1.3888,1.2054,21400000000,7.34%
5/12/2021,1.2683,1.4781,1.5435,1.2431,16500000000,-14.19%
5/11/2021,1.478,1.3911,1.4868,1.3587,11800000000,6.25%
5/10/2021,1.391,1.5345,1.6261,1.2369,19000000000,-9.35%
5/9/2021,1.5345,1.5623,1.5932,1.4482,11600000000,-1.79%
5/8/2021,1.5624,1.5809,1.6261,1.5415,796720000,-1.18%
5/7/2021,1.581,1.603,1.6896,1.5115,14400000000,-1.37%
5/6/2021,1.6029,1.6139,1.76,1.5453,23700000000,-0.68%
5/5/2021,1.614,1.3975,1.6207,1.3975,20100000000,15.56%
5/4/2021,1.3966,1.5546,1.557,1.3549,21800000000,-10.17%
5/3/2021,1.5547,1.5611,1.6191,1.5241,10500000000,-0.41%
5/2/2021,1.5611,1.6507,1.6535,1.5321,947880000,-5.43%
5/1/2021,1.6507,1.5985,1.6646,1.5292,11100000000,3.36%
4/30/2021,1.5971,1.3981,1.6352,1.376,22600000000,14.23%
4/29/2021,1.3981,1.3579,1.4171,1.3281,13700000000,2.96%
4/28/2021,1.358,1.4018,1.4466,1.2876,17700000000,-3.12%
4/27/2021,1.4017,1.3667,1.4583,1.3324,24000000000,2.54%
4/26/2021,1.367,1.0338,1.3688,1.0179,29400000000,32.23%
4/25/2021,1.0338,1.0501,1.1536,0.9509,17400000000,-1.55%
4/24/2021,1.0501,1.1703,1.171,1.0233,16900000000,-10.26%
4/23/2021,1.1702,1.1586,1.1959,0.8937,42400000000,0.98%
4/22/2021,1.1589,1.2907,1.4176,1.1043,27400000000,-10.20%
4/21/2021,1.2905,1.3861,1.4624,1.2829,20000000000,-6.90%
4/20/2021,1.3861,1.3094,1.4452,1.1831,24500000000,5.88%
4/19/2021,1.3092,1.4081,1.5308,1.2565,26400000000,-7.02%
4/18/2021,1.4079,1.5396,1.5627,1.1619,34800000000,-8.61%
4/17/2021,1.5406,1.5477,1.7388,1.5331,17400000000,-0.44%
4/16/2021,1.5475,1.7584,1.804,1.4407,28600000000,-11.97%
4/15/2021,1.7578,1.8356,1.8841,1.6585,18400000000,-4.27%
4/14/2021,1.8363,1.7961,1.9633,1.5703,35800000000,2.23%
4/13/2021,1.7963,1.4684,1.8863,1.4212,40500000000,22.38%
4/12/2021,1.4677,1.3548,1.4719,1.3197,17800000000,8.32%
4/11/2021,1.355,1.3743,1.4901,1.3084,31500000000,-1.41%
4/10/2021,1.3743,1.0191,1.3953,1.0071,43100000000,34.85%
4/9/2021,1.0192,1.0578,1.0833,0.9849,16100000000,-3.66%
4/8/2021,1.0578,0.9166,1.072,0.9042,20300000000,15.41%
4/7/2021,0.9166,1.0914,1.1013,0.8597,38800000000,-15.95%
4/6/2021,1.0906,0.9133,1.1147,0.8132,64300000000,19.42%
4/5/2021,0.9132,0.6349,0.9356,0.6196,52200000000,43.84%
4/4/2021,0.6349,0.5789,0.6356,0.5688,10000000000,9.68%
4/3/2021,0.5789,0.6068,0.6414,0.5747,15900000000,-4.60%
4/2/2021,0.6068,0.5706,0.609,0.5657,12700000000,6.35%
4/1/2021,0.5705,0.5696,0.5918,0.5507,11300000000,0.17%
3/31/2021,0.5696,0.5622,0.5759,0.5309,11600000000,1.30%
3/30/2021,0.5622,0.5654,0.5854,0.5592,899980000,-0.55%
3/29/2021,0.5654,0.5456,0.57,0.5437,835170000,3.61%
3/28/2021,0.5457,0.5479,0.5599,0.5403,531130000,-0.41%
3/27/2021,0.5479,0.5634,0.5741,0.5345,738340000,-2.69%
3/26/2021,0.563,0.5109,0.5752,0.5105,13000000000,10.22%
3/25/2021,0.5109,0.4801,0.5239,0.4603,15600000000,5.96%
3/24/2021,0.4821,0.5504,0.5624,0.4539,15600000000,-12.41%
3/23/2021,0.5504,0.5441,0.5956,0.5383,17700000000,1.16%
3/22/2021,0.5441,0.5165,0.5995,0.5024,27100000000,5.31%
3/21/2021,0.5167,0.5246,0.5462,0.4958,13900000000,-1.48%
3/20/2021,0.5245,0.4665,0.5497,0.4647,18500000000,12.38%
3/19/2021,0.4667,0.4688,0.4749,0.4598,529830000,-0.46%
3/18/2021,0.4689,0.47,0.4903,0.4658,837870000,-0.24%
3/17/2021,0.47,0.4604,0.4816,0.4544,913270000,2.09%
3/16/2021,0.4604,0.4357,0.5198,0.4275,23000000000,5.67%
3/15/2021,0.4357,0.4391,0.4481,0.4235,805420000,-0.83%
3/14/2021,0.4393,0.4577,0.4615,0.4393,609220000,-4.02%
3/13/2021,0.4577,0.4394,0.4651,0.4327,815650000,4.16%
3/12/2021,0.4394,0.4519,0.4639,0.4251,969060000,-2.69%
3/11/2021,0.4516,0.4616,0.4641,0.441,752190000,-2.17%
3/10/2021,0.4616,0.485,0.488,0.456,867450000,-4.83%
3/9/2021,0.485,0.474,0.4866,0.4718,685950000,2.41%
3/8/2021,0.4736,0.4653,0.4876,0.4553,10000000000,1.77%
3/7/2021,0.4653,0.463,0.4686,0.4573,505070000,0.51%
3/6/2021,0.463,0.455,0.4702,0.4499,575650000,1.75%
3/5/2021,0.455,0.4809,0.4828,0.4466,11700000000,-5.38%
3/4/2021,0.4809,0.4484,0.4938,0.4362,18300000000,7.23%
3/3/2021,0.4484,0.4358,0.4672,0.4314,917030000,2.90%
3/2/2021,0.4358,0.4455,0.4541,0.423,920490000,-2.18%
3/1/2021,0.4455,0.4157,0.4526,0.4123,927260000,7.28%
2/28/2021,0.4153,0.4358,0.4379,0.3934,10500000000,-4.69%
2/27/2021,0.4357,0.4278,0.4579,0.4278,896320000,1.85%
2/26/2021,0.4278,0.4359,0.4503,0.413,14200000000,-1.79%
2/25/2021,0.4356,0.4685,0.4815,0.426,10800000000,-7.17%
2/24/2021,0.4692,0.4761,0.4993,0.4517,15600000000,-1.19%
2/23/2021,0.4749,0.5658,0.5706,0.3672,42200000000,-16.07%
2/22/2021,0.5658,0.5439,0.6462,0.5163,54300000000,4.02%
2/21/2021,0.5439,0.512,0.5573,0.5052,14800000000,6.24%
2/20/2021,0.512,0.5648,0.5811,0.4752,19000000000,-9.10%
2/19/2021,0.5633,0.5319,0.5791,0.5149,16000000000,6.15%
2/18/2021,0.5306,0.5344,0.5595,0.5214,11200000000,-0.63%
2/17/2021,0.534,0.5199,0.5559,0.4938,14100000000,2.77%
2/16/2021,0.5196,0.5494,0.579,0.4862,17800000000,-5.43%
2/15/2021,0.5494,0.5924,0.6039,0.5112,20300000000,-7.28%
2/14/2021,0.5925,0.6335,0.6379,0.5652,15900000000,-6.40%
2/13/2021,0.633,0.6089,0.6421,0.5477,24800000000,3.96%
2/12/2021,0.6089,0.5282,0.619,0.5196,25800000000,15.29%
2/11/2021,0.5282,0.5047,0.535,0.5015,15300000000,4.65%
2/10/2021,0.5047,0.4764,0.5398,0.4534,33600000000,5.94%
2/9/2021,0.4764,0.4508,0.4894,0.4499,19900000000,5.68%
2/8/2021,0.4508,0.4184,0.4667,0.4128,18200000000,7.75%
2/7/2021,0.4184,0.4427,0.4503,0.3979,17500000000,-5.49%
2/6/2021,0.4427,0.4518,0.4559,0.4269,13100000000,-2.01%
2/5/2021,0.4518,0.4445,0.4708,0.4263,24100000000,1.70%
2/4/2021,0.4443,0.3973,0.4797,0.3807,35900000000,11.83%
2/3/2021,0.3973,0.3723,0.417,0.3723,22500000000,6.70%
2/2/2021,0.3723,0.3716,0.4107,0.3413,35300000000,0.18%
2/1/2021,0.3716,0.4949,0.7536,0.3615,1.339E+11,-24.91%
1/31/2021,0.4949,0.4433,0.5077,0.3901,69600000000,11.71%
1/30/2021,0.443,0.2828,0.5088,0.2788,93100000000,56.67%
1/29/2021,0.2828,0.2641,0.3166,0.2604,30500000000,7.05%
1/28/2021,0.2641,0.2507,0.27,0.2473,765960000,5.35%
1/27/2021,0.2507,0.2684,0.2686,0.2444,773600000,-6.59%
